user_id,course_id,rating,completed,time_spent,clicks,progress,enrolled_on,review
U63,C54,5,0,28,21,54,2023-10-11,"Too basic, but good for beginners."
U64,C66,5,0,19,15,55,2025-06-22,"Too basic, but good for beginners."
U64,C44,4,1,10,5,87,2024-08-17,Loved the instructor's style.
U64,C60,2,1,19,19,6,2025-01-01,"Too basic, but good for beginners."
U64,C29,1,0,33,14,52,2025-07-28,"Too basic, but good for beginners."
U64,C20,4,1,23,9,74,2024-03-01,"Too basic, but good for beginners."
U64,C64,5,0,8,24,84,2024-03-13,"Outdated content, needs refresh."
U65,C24,3,0,14,6,10,2023-10-26,Loved the instructor's style.
U65,C51,1,1,35,1,0,2023-12-29,Very interactive and engaging.
U65,C6,1,0,11,21,61,2024-06-01,"Outdated content, needs refresh."
U65,C11,4,1,20,20,78,2024-11-30,Needs more real-world examples.
U65,C54,4,1,6,5,17,2023-10-12,"Great course, learned a lot!"
U65,C39,2,0,53,1,89,2024-05-30,Challenging but rewarding.
U65,C41,1,0,31,21,18,2023-09-21,Challenging but rewarding.
U65,C59,4,0,6,10,98,2024-04-08,"Outdated content, needs refresh."
U65,C58,2,1,28,1,14,2023-11-24,Well-structured and practical.
U65,C34,2,1,32,16,2,2023-11-26,"Outdated content, needs refresh."
U66,C26,1,1,26,16,65,2024-08-02,"Outdated content, needs refresh."
U66,C38,2,0,34,1,54,2023-09-16,Needs more real-world examples.
U66,C73,5,0,18,29,82,2024-07-04,Very interactive and engaging.
U66,C51,4,0,32,20,82,2024-01-05,Needs more real-world examples.
U66,C7,4,1,2,6,36,2024-06-12,Challenging but rewarding.
U66,C43,4,1,29,8,64,2025-05-19,Challenging but rewarding.
U66,C2,5,1,59,20,91,2024-05-18,"Outdated content, needs refresh."
U66,C14,2,1,47,23,49,2024-03-25,Very interactive and engaging.
U66,C56,3,1,52,28,20,2023-11-21,Challenging but rewarding.
U66,C54,3,0,43,16,16,2023-11-10,Well-structured and practical.
U66,C64,2,0,39,16,12,2025-04-12,Very interactive and engaging.
U66,C79,4,1,16,7,71,2024-06-08,"Great course, learned a lot!"
U67,C46,1,0,22,14,14,2024-11-17,Challenging but rewarding.
U67,C34,1,0,32,9,43,2024-06-27,Needs more real-world examples.
U67,C21,1,1,58,5,88,2024-04-13,"Too basic, but good for beginners."
U67,C23,1,1,52,15,96,2024-11-14,"Too basic, but good for beginners."
U67,C65,1,0,53,18,5,2024-04-02,"Too basic, but good for beginners."
U68,C16,3,1,53,5,15,2024-01-21,Challenging but rewarding.
U68,C27,4,1,50,25,0,2024-10-31,Challenging but rewarding.
U68,C47,4,1,19,17,21,2025-08-11,"Too basic, but good for beginners."
U68,C21,3,1,46,25,53,2025-02-09,Needs more real-world examples.
U68,C38,2,0,49,25,67,2025-02-20,Very interactive and engaging.
U68,C57,2,0,52,14,52,2023-09-22,Very interactive and engaging.
U68,C65,4,1,2,15,18,2024-02-20,"Great course, learned a lot!"
U68,C64,5,0,6,11,40,2024-03-01,Very interactive and engaging.
U68,C13,2,1,4,13,97,2023-09-17,"Great course, learned a lot!"
U68,C20,2,0,41,23,84,2024-05-22,Loved the instructor's style.
U69,C52,1,1,25,24,92,2024-06-04,Well-structured and practical.
U69,C71,5,1,14,3,65,2024-01-30,Loved the instructor's style.
U69,C39,5,1,49,21,20,2023-12-10,"Great course, learned a lot!"
U69,C41,1,1,16,27,99,2024-01-31,Loved the instructor's style.
U69,C45,4,0,47,2,47,2025-04-26,Loved the instructor's style.
U69,C2,5,1,8,2,96,2024-06-13,"Too basic, but good for beginners."
U69,C36,4,1,37,24,0,2025-08-01,"Outdated content, needs refresh."
U69,C68,3,0,52,24,74,2025-02-09,Challenging but rewarding.
U69,C19,3,1,19,22,100,2024-07-11,Well-structured and practical.
U69,C80,4,0,7,11,66,2023-09-29,Challenging but rewarding.
U69,C58,3,1,7,5,91,2025-08-03,Very interactive and engaging.
U69,C27,4,0,6,2,54,2024-03-10,Well-structured and practical.
U69,C57,4,0,29,3,47,2023-12-20,Very interactive and engaging.
U69,C76,5,1,56,9,74,2023-10-26,"Outdated content, needs refresh."
U69,C79,4,1,45,30,62,2024-02-20,Very interactive and engaging.
U69,C26,2,0,33,5,62,2025-03-30,"Outdated content, needs refresh."
U69,C78,2,0,45,7,58,2025-08-28,"Outdated content, needs refresh."
U69,C6,1,0,36,12,15,2025-05-23,Very interactive and engaging.
U70,C16,3,1,24,10,37,2023-10-11,"Outdated content, needs refresh."
U70,C48,1,0,10,26,75,2023-10-03,Very interactive and engaging.
U70,C74,1,1,57,10,27,2025-03-02,Well-structured and practical.
U70,C38,4,0,8,18,44,2024-10-16,"Too basic, but good for beginners."
U70,C6,1,1,31,19,39,2024-09-13,"Outdated content, needs refresh."
U70,C67,3,1,31,27,92,2023-09-25,Well-structured and practical.
U70,C20,2,1,49,15,85,2025-05-04,"Outdated content, needs refresh."
U70,C80,2,1,6,26,79,2024-11-29,Very interactive and engaging.
U71,C30,5,0,8,22,68,2024-03-30,Well-structured and practical.
U71,C51,1,1,51,7,31,2024-02-24,"Outdated content, needs refresh."
U71,C44,1,1,26,19,5,2024-08-27,"Outdated content, needs refresh."
U71,C70,1,1,28,6,53,2024-05-18,"Great course, learned a lot!"
U71,C6,5,1,25,9,11,2023-12-06,"Too basic, but good for beginners."
U71,C57,1,0,19,5,23,2025-02-26,Loved the instructor's style.
U71,C36,1,0,20,14,86,2025-03-30,Well-structured and practical.
U71,C12,1,1,12,1,91,2024-02-18,"Great course, learned a lot!"
U71,C22,3,1,7,11,18,2024-05-24,Very interactive and engaging.
U71,C4,3,1,25,27,15,2024-02-06,"Great course, learned a lot!"
U71,C40,2,0,49,20,75,2024-08-13,Challenging but rewarding.
U71,C16,4,1,8,9,7,2024-07-31,Needs more real-world examples.
U71,C11,4,1,5,16,3,2023-09-09,Very interactive and engaging.
U71,C25,2,0,18,18,75,2025-04-22,"Too basic, but good for beginners."
U71,C7,2,0,20,19,52,2025-01-26,"Outdated content, needs refresh."
U71,C67,1,0,51,5,47,2024-08-24,Well-structured and practical.
U71,C61,2,1,59,18,57,2024-10-17,"Great course, learned a lot!"
U72,C60,1,1,18,20,32,2024-10-15,Very interactive and engaging.
U72,C80,3,0,38,27,65,2023-12-16,Loved the instructor's style.
U72,C38,1,0,48,18,72,2024-12-04,"Too basic, but good for beginners."
U72,C22,3,0,26,23,15,2024-09-04,Well-structured and practical.
U72,C1,5,1,57,14,26,2024-07-03,Needs more real-world examples.
U73,C34,2,1,36,29,89,2024-09-30,"Outdated content, needs refresh."
U73,C58,4,0,51,29,83,2025-07-26,"Too basic, but good for beginners."
U73,C35,5,0,58,27,85,2024-06-19,"Outdated content, needs refresh."
U73,C32,1,1,53,13,76,2025-05-07,Needs more real-world examples.
U73,C42,4,0,54,25,89,2025-02-22,"Great course, learned a lot!"
U73,C44,1,1,24,30,24,2025-06-24,"Outdated content, needs refresh."
U73,C27,1,0,48,1,97,2025-04-17,Loved the instructor's style.
U73,C59,3,0,6,27,78,2024-05-27,Loved the instructor's style.
U73,C43,2,0,32,12,4,2024-05-16,Loved the instructor's style.
U73,C3,4,0,1,7,81,2025-07-19,Very interactive and engaging.
U73,C18,1,1,37,17,63,2024-11-10,Well-structured and practical.
U73,C1,5,0,43,24,72,2025-06-27,Well-structured and practical.
U73,C61,1,0,48,3,16,2024-07-29,Loved the instructor's style.
U73,C69,5,0,57,17,93,2025-09-01,Loved the instructor's style.
U73,C2,2,0,45,22,68,2024-09-13,Loved the instructor's style.
U74,C1,5,1,21,1,50,2025-05-23,Challenging but rewarding.
U74,C55,3,0,57,19,3,2024-09-17,Challenging but rewarding.
U74,C7,4,0,59,8,25,2023-11-17,Well-structured and practical.
U74,C42,3,1,5,21,80,2024-06-07,"Too basic, but good for beginners."
U74,C56,1,1,28,26,3,2024-02-01,Needs more real-world examples.
U74,C53,3,0,7,16,30,2025-02-17,Needs more real-world examples.
U74,C36,1,1,34,26,30,2023-09-22,"Too basic, but good for beginners."
U74,C16,5,1,49,4,80,2024-11-26,"Outdated content, needs refresh."
U74,C67,5,0,6,2,4,2024-04-20,Very interactive and engaging.
U74,C60,3,0,51,5,7,2024-10-20,"Outdated content, needs refresh."
U74,C64,1,1,40,21,55,2024-06-16,"Too basic, but good for beginners."
U74,C47,1,0,36,2,37,2024-02-15,Very interactive and engaging.
U74,C72,4,0,40,25,52,2025-01-29,Challenging but rewarding.
U74,C6,5,0,30,13,59,2023-10-13,Very interactive and engaging.
U74,C29,5,0,22,21,86,2024-01-16,"Great course, learned a lot!"
U74,C78,4,1,38,7,13,2023-09-15,"Too basic, but good for beginners."
U74,C74,1,0,38,26,24,2024-04-09,Well-structured and practical.
U74,C59,5,1,23,14,61,2023-10-09,"Outdated content, needs refresh."
U74,C27,2,0,9,26,5,2024-07-29,"Great course, learned a lot!"
U75,C40,4,1,39,11,37,2024-01-21,Needs more real-world examples.
U75,C75,1,0,4,8,64,2024-09-13,"Great course, learned a lot!"
U75,C56,4,1,13,7,81,2023-10-05,Challenging but rewarding.
U75,C66,1,1,13,22,60,2025-08-26,"Outdated content, needs refresh."
U75,C46,5,1,55,19,72,2023-12-21,Needs more real-world examples.
U75,C80,5,1,27,11,20,2025-03-21,"Too basic, but good for beginners."
U75,C70,4,0,32,8,0,2024-05-11,Challenging but rewarding.
U75,C19,2,1,40,7,30,2024-09-17,"Outdated content, needs refresh."
U75,C73,3,1,14,13,23,2024-08-18,"Great course, learned a lot!"
U76,C2,2,0,57,9,92,2024-06-18,Well-structured and practical.
U76,C10,3,0,12,7,2,2024-08-29,Well-structured and practical.
U76,C46,3,0,2,27,86,2023-11-21,Well-structured and practical.
U76,C4,4,0,22,30,26,2025-05-09,Loved the instructor's style.
U76,C72,4,0,24,26,47,2024-04-24,Well-structured and practical.
U76,C15,5,1,57,23,8,2023-11-10,"Too basic, but good for beginners."
U76,C19,2,0,51,7,24,2023-11-06,Very interactive and engaging.
U76,C38,3,1,39,14,81,2025-05-04,Challenging but rewarding.
U76,C57,1,0,55,18,37,2024-05-28,Well-structured and practical.
U76,C25,3,0,4,21,35,2024-02-10,Well-structured and practical.
U76,C47,5,1,14,24,10,2025-04-11,"Outdated content, needs refresh."
U76,C6,5,0,11,17,49,2023-09-19,Needs more real-world examples.
U76,C77,4,1,12,11,91,2023-11-28,Needs more real-world examples.
U76,C26,5,1,46,16,60,2023-12-16,Loved the instructor's style.
U76,C67,5,1,41,30,74,2024-11-11,"Great course, learned a lot!"
U76,C37,2,0,58,7,57,2025-04-12,Challenging but rewarding.
U77,C28,4,1,28,15,59,2024-03-17,Very interactive and engaging.
U77,C40,4,1,52,16,40,2024-01-12,Loved the instructor's style.
U77,C55,4,0,12,15,29,2024-07-21,Loved the instructor's style.
U77,C49,1,1,58,3,37,2025-06-10,"Too basic, but good for beginners."
U77,C74,3,0,7,4,9,2024-08-23,Needs more real-world examples.
U77,C21,1,0,22,7,86,2025-07-29,Needs more real-world examples.
U77,C48,3,1,48,27,98,2025-03-10,Loved the instructor's style.
U77,C33,2,0,55,25,91,2023-12-06,Loved the instructor's style.
U77,C71,1,1,19,27,44,2025-05-12,Very interactive and engaging.
U77,C11,4,0,31,21,65,2025-07-24,Well-structured and practical.
U77,C18,4,0,15,24,95,2025-03-20,Challenging but rewarding.
U77,C72,4,0,34,19,100,2024-12-14,"Outdated content, needs refresh."
U77,C38,4,1,51,3,40,2025-03-07,Challenging but rewarding.
U77,C57,4,1,14,15,57,2025-08-25,"Great course, learned a lot!"
U77,C46,3,0,37,28,16,2023-09-15,Loved the instructor's style.
U77,C30,1,1,52,22,45,2024-01-14,Needs more real-world examples.
U77,C6,2,1,28,22,96,2024-03-31,Very interactive and engaging.
U78,C42,2,1,7,11,72,2025-05-20,"Outdated content, needs refresh."
U78,C76,3,0,11,4,86,2024-07-15,Well-structured and practical.
U78,C3,1,1,2,6,25,2023-10-09,"Too basic, but good for beginners."
U78,C73,4,1,14,8,37,2025-02-24,"Too basic, but good for beginners."
U78,C5,4,0,24,17,1,2023-12-30,Well-structured and practical.
U78,C18,3,1,26,6,14,2024-05-03,Well-structured and practical.
U78,C20,5,1,31,24,8,2025-04-27,Very interactive and engaging.
U78,C43,2,0,56,7,39,2025-04-03,Very interactive and engaging.
U78,C51,4,0,39,19,39,2025-07-21,Challenging but rewarding.
U78,C49,5,1,18,7,0,2024-01-21,Well-structured and practical.
U78,C27,4,0,53,13,77,2024-01-19,Challenging but rewarding.
U78,C72,5,1,59,19,62,2024-06-01,"Outdated content, needs refresh."
U78,C9,4,0,48,3,36,2024-12-28,"Outdated content, needs refresh."
U78,C50,3,1,26,20,22,2025-06-27,Very interactive and engaging.
U79,C23,5,1,43,30,8,2024-02-28,Challenging but rewarding.
U79,C56,4,1,49,18,15,2024-08-15,Needs more real-world examples.
U79,C59,1,0,33,25,99,2024-04-13,Needs more real-world examples.
U79,C50,4,1,11,9,26,2025-06-24,"Great course, learned a lot!"
U79,C24,4,0,5,21,88,2024-08-03,"Outdated content, needs refresh."
U79,C73,4,1,48,13,24,2024-06-22,Very interactive and engaging.
U79,C13,1,0,17,4,90,2025-02-08,Well-structured and practical.
U79,C51,3,1,32,15,8,2025-08-28,"Too basic, but good for beginners."
U79,C6,5,0,46,15,17,2024-10-28,"Outdated content, needs refresh."
U79,C31,3,0,11,27,2,2025-04-15,"Too basic, but good for beginners."
U79,C21,2,1,8,18,94,2024-03-30,Very interactive and engaging.
U79,C36,2,0,43,25,1,2023-12-10,Loved the instructor's style.
U80,C57,5,0,25,23,39,2024-11-07,"Outdated content, needs refresh."
U80,C46,1,0,4,25,48,2025-08-19,Challenging but rewarding.
U80,C23,2,1,59,8,25,2024-09-20,"Too basic, but good for beginners."
U80,C28,1,1,2,1,43,2025-07-10,Challenging but rewarding.
U80,C5,1,0,57,4,85,2025-05-06,Well-structured and practical.
U80,C69,2,0,27,17,13,2025-04-22,Needs more real-world examples.
U80,C77,3,0,40,7,69,2024-01-15,Very interactive and engaging.
U80,C80,4,0,15,7,13,2025-08-23,Needs more real-world examples.
U80,C7,3,0,1,13,83,2024-11-09,Needs more real-world examples.
U81,C50,3,1,3,3,27,2024-04-25,Very interactive and engaging.
U81,C28,3,1,7,23,68,2025-06-26,Well-structured and practical.
U81,C59,3,0,39,11,80,2024-09-26,Very interactive and engaging.
U81,C29,2,1,12,21,97,2024-05-11,Needs more real-world examples.
U81,C9,4,0,22,1,77,2023-10-27,"Outdated content, needs refresh."
U82,C66,3,0,10,13,26,2025-01-15,"Great course, learned a lot!"
U82,C30,2,1,48,29,42,2024-09-30,Well-structured and practical.
U82,C65,3,1,42,26,97,2025-01-29,"Great course, learned a lot!"
U82,C76,5,1,42,27,36,2025-02-16,"Great course, learned a lot!"
U82,C2,2,1,22,8,26,2024-10-12,"Great course, learned a lot!"
U82,C79,2,0,39,28,48,2024-01-30,Needs more real-world examples.
U82,C3,2,1,41,1,8,2024-03-14,"Outdated content, needs refresh."
U82,C16,1,0,4,21,18,2025-01-14,Challenging but rewarding.
U82,C40,2,0,12,19,70,2025-03-10,Challenging but rewarding.
U82,C31,2,0,28,24,59,2025-06-22,Loved the instructor's style.
U82,C55,2,0,16,14,22,2024-05-03,Challenging but rewarding.
U82,C32,3,1,37,15,81,2025-05-11,Challenging but rewarding.
U82,C11,3,1,6,12,50,2023-11-03,Very interactive and engaging.
U82,C8,2,1,29,14,64,2024-01-01,Very interactive and engaging.
U82,C18,2,1,2,25,48,2025-03-23,Very interactive and engaging.
U82,C48,1,1,39,18,19,2025-07-03,Well-structured and practical.
U82,C64,3,1,30,10,58,2024-10-07,Loved the instructor's style.
U83,C72,4,1,25,16,39,2024-09-28,"Too basic, but good for beginners."
U83,C78,4,0,59,4,49,2024-01-13,Well-structured and practical.
U83,C62,2,1,17,25,96,2024-10-01,Needs more real-world examples.
U83,C10,5,1,41,23,47,2024-05-08,"Great course, learned a lot!"
U83,C43,4,1,48,8,31,2025-07-30,"Outdated content, needs refresh."
U83,C18,1,1,41,23,86,2025-03-05,"Great course, learned a lot!"
U83,C61,2,1,39,15,87,2025-08-07,Well-structured and practical.
U83,C26,3,0,39,19,84,2025-04-27,Well-structured and practical.
U83,C20,1,0,50,3,82,2023-12-18,Very interactive and engaging.
U83,C25,4,0,34,30,24,2024-05-02,Very interactive and engaging.
U83,C1,2,1,17,23,38,2023-09-23,Very interactive and engaging.
U83,C2,5,1,47,14,96,2025-03-05,"Too basic, but good for beginners."
U83,C65,1,1,53,5,34,2023-12-10,Challenging but rewarding.
U83,C48,4,1,1,6,62,2025-05-18,"Great course, learned a lot!"
U83,C63,1,0,50,23,53,2024-05-16,Very interactive and engaging.
U83,C52,3,1,11,6,47,2023-11-30,Well-structured and practical.
U83,C54,2,0,32,6,64,2024-08-15,"Too basic, but good for beginners."
U84,C73,3,0,38,8,61,2024-09-26,"Outdated content, needs refresh."
U84,C28,1,0,4,9,96,2024-01-08,"Great course, learned a lot!"
U84,C24,5,0,7,7,66,2024-03-03,"Great course, learned a lot!"
U84,C26,4,1,60,16,60,2024-03-16,Needs more real-world examples.
U84,C8,5,1,22,12,87,2024-08-29,Needs more real-world examples.
U84,C78,3,0,24,22,51,2025-03-29,Very interactive and engaging.
U84,C25,5,0,23,28,42,2023-12-27,"Too basic, but good for beginners."
U84,C34,1,1,56,23,51,2024-11-08,Well-structured and practical.
U84,C53,1,0,56,17,35,2024-01-08,Challenging but rewarding.
U84,C57,3,1,40,22,84,2023-09-22,"Outdated content, needs refresh."
U84,C14,5,1,43,7,0,2025-03-11,Needs more real-world examples.
U84,C22,1,1,56,2,94,2025-08-05,Needs more real-world examples.
U84,C11,4,0,39,16,51,2024-10-29,"Too basic, but good for beginners."
U84,C38,3,1,60,30,60,2024-10-19,"Too basic, but good for beginners."
U84,C68,4,1,39,7,91,2024-07-19,Well-structured and practical.
U84,C49,5,0,9,16,11,2024-02-15,Loved the instructor's style.
U84,C16,5,1,11,29,57,2024-07-26,"Too basic, but good for beginners."
U84,C18,4,0,16,7,21,2024-05-17,"Too basic, but good for beginners."
U84,C5,1,1,46,1,20,2024-02-08,Needs more real-world examples.
U85,C36,2,1,8,10,11,2024-06-30,"Too basic, but good for beginners."
U85,C29,1,1,48,19,24,2023-11-05,"Too basic, but good for beginners."
U85,C33,5,1,9,28,40,2024-07-20,Very interactive and engaging.
U85,C61,5,0,20,2,75,2025-08-14,Challenging but rewarding.
U85,C16,4,1,21,25,46,2024-01-30,Well-structured and practical.
U85,C18,5,0,7,13,1,2024-07-14,"Outdated content, needs refresh."
U85,C69,3,0,53,10,28,2024-01-13,"Outdated content, needs refresh."
U85,C63,4,0,39,10,18,2024-09-07,"Great course, learned a lot!"
U85,C12,5,1,20,17,88,2025-02-06,"Too basic, but good for beginners."
U85,C43,3,1,41,27,27,2023-12-02,"Outdated content, needs refresh."
U85,C79,3,1,4,26,42,2025-02-17,Well-structured and practical.
U85,C9,2,0,45,24,6,2024-11-03,Well-structured and practical.
U85,C44,4,1,20,27,84,2023-10-06,Well-structured and practical.
U85,C49,1,1,22,14,86,2024-02-18,"Outdated content, needs refresh."
U85,C67,3,1,26,3,67,2024-08-02,Loved the instructor's style.
U85,C56,3,0,45,28,70,2024-12-21,Very interactive and engaging.
U85,C30,1,0,21,25,74,2024-01-19,"Great course, learned a lot!"
U86,C59,2,1,28,22,21,2024-03-01,"Great course, learned a lot!"
U86,C21,1,1,31,6,6,2023-10-26,"Too basic, but good for beginners."
U86,C74,5,1,38,14,19,2024-05-27,Very interactive and engaging.
U86,C18,2,0,8,8,50,2025-05-11,"Outdated content, needs refresh."
U86,C57,3,0,42,24,48,2024-09-30,"Too basic, but good for beginners."
U86,C62,4,1,18,21,83,2024-04-13,"Outdated content, needs refresh."
U86,C38,3,0,8,4,10,2024-09-01,"Too basic, but good for beginners."
U86,C19,4,0,2,19,73,2025-03-28,"Outdated content, needs refresh."
U86,C27,3,0,51,19,23,2024-05-16,Very interactive and engaging.
U86,C28,4,1,20,19,16,2025-08-23,"Too basic, but good for beginners."
U86,C26,3,0,46,30,68,2023-11-04,Well-structured and practical.
U86,C2,4,0,26,18,68,2025-06-02,"Outdated content, needs refresh."
U86,C47,1,0,49,25,26,2024-09-09,"Too basic, but good for beginners."
U86,C14,2,0,1,18,57,2023-11-29,Needs more real-world examples.
U87,C6,1,0,8,17,38,2023-12-18,Needs more real-world examples.
U87,C17,5,0,28,22,0,2025-01-30,Challenging but rewarding.
U87,C74,3,0,34,29,100,2025-01-31,Loved the instructor's style.
U87,C27,5,1,9,19,62,2024-02-25,Needs more real-world examples.
U87,C21,5,1,39,18,65,2025-02-22,Challenging but rewarding.
U87,C12,1,0,16,2,24,2023-11-13,Well-structured and practical.
U87,C72,3,0,9,20,70,2024-05-12,Challenging but rewarding.
U87,C33,5,1,18,5,93,2024-09-18,Very interactive and engaging.
U88,C71,1,1,44,14,88,2024-06-04,Well-structured and practical.
U88,C33,5,0,5,21,93,2024-05-15,Loved the instructor's style.
U88,C34,2,1,37,22,82,2024-09-13,Well-structured and practical.
U88,C49,4,0,21,26,55,2023-11-22,Very interactive and engaging.
U88,C21,1,0,5,9,15,2025-01-14,"Too basic, but good for beginners."
U88,C52,5,1,5,11,81,2024-12-23,"Too basic, but good for beginners."
U88,C59,3,1,50,9,18,2024-07-11,Challenging but rewarding.
U89,C2,3,1,36,9,77,2024-07-21,"Too basic, but good for beginners."
U89,C13,1,0,21,25,49,2023-12-26,Well-structured and practical.
U89,C49,3,1,31,19,16,2024-07-19,Loved the instructor's style.
U89,C29,1,0,43,5,18,2024-02-10,Very interactive and engaging.
U89,C78,5,1,4,30,92,2024-01-16,Needs more real-world examples.
U89,C14,2,1,46,15,23,2023-12-31,"Outdated content, needs refresh."
U89,C16,3,1,33,10,35,2024-05-07,Very interactive and engaging.
U89,C23,5,0,20,21,11,2024-12-31,Loved the instructor's style.
U89,C68,4,1,55,3,81,2024-03-24,"Too basic, but good for beginners."
U89,C40,1,0,6,6,73,2025-06-02,"Great course, learned a lot!"
U89,C63,1,1,36,30,63,2025-03-28,"Great course, learned a lot!"
U89,C79,4,0,31,16,65,2025-01-28,"Too basic, but good for beginners."
U89,C72,4,0,40,7,95,2023-09-27,"Great course, learned a lot!"
U90,C69,4,0,24,4,43,2025-09-03,Challenging but rewarding.
U90,C45,5,0,19,10,61,2023-11-29,Loved the instructor's style.
U90,C32,3,0,1,24,80,2025-07-08,Very interactive and engaging.
U90,C68,2,1,60,30,82,2025-03-07,"Great course, learned a lot!"
U90,C6,4,1,4,12,0,2024-09-20,"Outdated content, needs refresh."
U90,C58,3,1,23,4,0,2025-03-12,Needs more real-world examples.
U90,C22,2,1,23,1,12,2025-02-08,Very interactive and engaging.
U90,C77,4,0,6,17,65,2025-02-01,Well-structured and practical.
U90,C29,4,0,59,16,0,2023-10-05,Well-structured and practical.
U90,C23,3,0,31,13,47,2025-06-01,Loved the instructor's style.
U90,C10,3,1,58,6,68,2024-12-08,Loved the instructor's style.
U90,C47,1,1,43,27,56,2025-05-01,Well-structured and practical.
U90,C18,2,1,48,14,0,2023-09-09,Needs more real-world examples.
U90,C66,2,0,13,10,5,2024-07-21,Well-structured and practical.
U90,C46,4,1,48,11,4,2025-07-15,Well-structured and practical.
U90,C7,2,1,43,9,15,2023-10-25,Very interactive and engaging.
U90,C55,4,1,52,22,91,2023-11-10,Well-structured and practical.
U90,C78,3,1,33,24,94,2024-02-13,Very interactive and engaging.
U91,C15,1,1,28,20,94,2024-09-01,"Great course, learned a lot!"
U91,C14,4,1,19,10,62,2024-05-08,"Too basic, but good for beginners."
U91,C3,4,0,40,5,93,2023-09-10,Well-structured and practical.
U91,C17,2,1,50,4,33,2024-12-29,Challenging but rewarding.
U91,C20,4,0,31,23,100,2024-07-13,"Too basic, but good for beginners."
U91,C45,5,0,13,28,75,2023-11-08,Well-structured and practical.
U91,C65,2,0,9,13,4,2024-04-29,Loved the instructor's style.
U91,C2,2,0,28,1,78,2025-01-10,Challenging but rewarding.
U91,C31,1,0,25,14,67,2025-09-05,Loved the instructor's style.
U92,C29,3,1,46,14,31,2024-12-17,Needs more real-world examples.
U92,C44,1,0,3,1,6,2025-02-11,Needs more real-world examples.
U92,C55,2,1,31,9,77,2024-07-13,"Too basic, but good for beginners."
U92,C62,4,0,17,16,46,2024-04-08,Needs more real-world examples.
U92,C8,3,0,7,22,1,2023-11-12,Well-structured and practical.
U92,C66,3,1,48,26,46,2024-04-25,Needs more real-world examples.
U92,C78,2,1,14,19,49,2025-01-22,"Too basic, but good for beginners."
U92,C7,1,0,41,24,77,2025-08-27,"Too basic, but good for beginners."
U92,C39,1,0,13,23,57,2024-06-27,"Too basic, but good for beginners."
U92,C15,1,1,20,24,60,2025-03-17,Challenging but rewarding.
U92,C35,5,0,3,5,24,2025-03-25,Very interactive and engaging.
U92,C47,5,1,58,29,97,2024-01-30,Needs more real-world examples.
U93,C58,4,1,44,18,65,2025-04-02,"Too basic, but good for beginners."
U93,C16,2,1,49,17,49,2024-06-14,Very interactive and engaging.
U93,C56,4,1,14,6,0,2024-01-12,Well-structured and practical.
U93,C9,5,0,38,23,1,2025-08-18,"Outdated content, needs refresh."
U93,C62,5,1,20,28,28,2025-04-27,Loved the instructor's style.
U93,C54,3,0,11,8,5,2025-02-01,Challenging but rewarding.
U93,C68,3,0,41,5,35,2025-07-22,Well-structured and practical.
U93,C65,3,0,42,8,26,2024-11-28,"Too basic, but good for beginners."
U93,C3,1,1,41,20,47,2024-11-13,Needs more real-world examples.
U93,C22,1,1,47,5,52,2025-06-07,Loved the instructor's style.
U93,C36,3,0,41,27,1,2025-04-07,Needs more real-world examples.
U93,C17,2,1,12,9,2,2024-06-03,"Too basic, but good for beginners."
U93,C38,4,1,56,21,81,2024-08-02,Challenging but rewarding.
U93,C6,4,0,21,9,26,2023-12-24,Very interactive and engaging.
U93,C8,2,1,15,24,92,2024-04-03,Very interactive and engaging.
U93,C25,3,0,58,16,11,2025-08-03,"Outdated content, needs refresh."
U94,C59,2,0,53,13,87,2024-10-02,Challenging but rewarding.
U94,C24,1,0,5,14,31,2024-02-05,"Outdated content, needs refresh."
U94,C23,4,0,47,17,17,2023-11-30,"Great course, learned a lot!"
U94,C25,5,0,25,13,2,2025-03-31,"Too basic, but good for beginners."
U94,C73,1,0,9,8,98,2024-06-13,"Too basic, but good for beginners."
U94,C63,3,0,41,20,1,2024-05-08,"Great course, learned a lot!"
U94,C79,1,1,55,23,10,2024-03-14,Challenging but rewarding.
U94,C37,2,1,49,19,56,2025-07-24,Well-structured and practical.
U94,C3,3,1,31,5,31,2024-11-21,"Great course, learned a lot!"
U94,C40,5,1,41,18,15,2024-07-10,"Great course, learned a lot!"
U95,C14,2,0,59,8,3,2025-05-09,Challenging but rewarding.
U95,C70,4,1,10,12,83,2025-08-07,Loved the instructor's style.
U95,C38,2,1,44,29,91,2025-04-11,"Too basic, but good for beginners."
U95,C80,4,0,8,8,13,2023-12-21,Loved the instructor's style.
U95,C66,3,0,40,11,15,2023-10-14,Needs more real-world examples.
U95,C54,1,0,39,5,22,2023-09-20,Very interactive and engaging.
U96,C77,2,1,10,13,57,2025-04-27,"Outdated content, needs refresh."
U96,C24,1,0,37,14,93,2025-03-07,Loved the instructor's style.
U96,C55,2,0,21,5,23,2024-03-09,Very interactive and engaging.
U96,C20,3,1,32,14,61,2024-01-20,Very interactive and engaging.
U96,C39,5,1,9,26,83,2024-01-21,Challenging but rewarding.
U96,C37,4,1,36,16,68,2023-11-10,"Outdated content, needs refresh."
U96,C45,5,0,25,3,74,2024-10-18,Very interactive and engaging.
U96,C14,5,0,45,3,30,2024-03-16,Needs more real-world examples.
U96,C35,1,0,55,1,46,2025-06-27,"Outdated content, needs refresh."
